County	Sample size	%	SE	(95% CI)
Cleveland County, Oklahoma	126	65.7	5.1	(55.7–75.6)
Oklahoma County, Oklahoma	469	67.7	2.4	(62.9–72.4)
Tulsa County, Oklahoma	507	70.3	2.3	(65.7–74.8)
Clackamas County, Oregon	146	58.6	4.5	(49.7–67.4)
Lane County, Oregon	183	71.1	3.7	(63.8–78.3)
Multnomah County, Oregon	263	68.4	3.2	(62.1–74.6)
Washington County, Oregon	181	70.1	3.6	(63.0–77.1)
Allegheny County, Pennsylvania	503	69.9	2.3	(65.3–74.4)
Lehigh County, Pennsylvania	82	NA	NA	NA
Luzerne County, Pennsylvania	126	65.7	4.8	(56.2–75.1)
Montgomery County, Pennsylvania	112	73	4.8	(63.5–82.4)
Northampton County, Pennsylvania	99	NA	NA	NA
Philadelphia County, Pennsylvania	456	64.9	2.6	(59.8–69.9)
Westmoreland County, Pennsylvania	127	73.4	4.4	(64.7–82.0)
Bristol County, Rhode Island	87	NA	NA	NA
Kent County, Rhode Island	307	76.5	2.6	(71.4–81.5)
Newport County, Rhode Island	172	72.5	3.6	(65.4–79.5)
Providence County, Rhode Island	1,305	69.6	1.5	(66.6–72.5)
Washington County, Rhode Island	268	63.2	3.4	(56.5–69.8)
Aiken County, South Carolina	183	65.5	3.9	(57.8–73.1)
Beaufort County, South Carolina	323	72.5	2.8	(67.0–77.9)
Berkeley County, South Carolina	114	NA	NA	NA
Charleston County, South Carolina	248	75.2	3.9	(67.5–82.8)
Greenville County, South Carolina	197	69.5	4.2	(61.2–77.7)
Horry County, South Carolina	219	65.7	3.6	(58.6–72.7)
Richland County, South Carolina	212	68.6	5	(58.8–78.4)
Minnehaha County, South Dakota	198	76.5	3.4	(69.8–83.1)
Pennington County, South Dakota	220	74.9	3.2	(68.6–81.1)
Davidson County, Tennessee	140	63.9	5.1	(53.9–73.8)
Hamilton County, Tennessee	135	66.6	4.5	(57.7–75.4)
Knox County, Tennessee	126	68.6	4.8	(59.1–78.0)
Shelby County, Tennessee	129	65	4.7	(55.7–74.2)
Sullivan County, Tennessee	210	67.5	3.7	(60.2–74.7)
Bexar County, Texas	357	68.7	2.8	(63.2–74.1)
Dallas County, Texas	145	65.1	4.5	(56.2–73.9)
El Paso County, Texas	258	64.8	3.5	(57.9–71.6)
Fort Bend County, Texas	211	60.6	3.9	(52.9–68.2)
Harris County, Texas	394	65.3	2.9	(59.6–70.9)
Hidalgo County, Texas	188	64.3	4	(56.4–72.1)
Lubbock County, Texas	299	64.5	3	(58.6–70.3)
Midland County, Texas	211	62.2	3.7	(54.9–69.4)
Potter County, Texas	106	74.8	4.7	(65.5–84.0)
Randall County, Texas	176	75.9	3.5	(69.0–82.7)
Smith County, Texas	258	65	3.3	(58.5–71.4)
Tarrant County, Texas	198	74	3.5	(67.1–80.8)
Travis County, Texas	185	NA	NA	NA
Val Verde County, Texas	202	63.9	3.6	(56.8–70.9)
Webb County, Texas	205	62.5	4.7	(53.2–71.7)
Wichita County, Texas	291	70.1	2.9	(64.4–75.7)
Davis County, Utah	207	75.1	3.3	(68.6–81.5)
Salt Lake County, Utah	811	70.3	1.8	(66.7–73.8)
Summit County, Utah	91	76.5	4.7	(67.2–85.7)
Tooele County, Utah	123	NA	NA	NA
Utah County, Utah	254	64.6	3.3	(58.1–71.0)
Weber County, Utah	226	67.6	3.4	(60.9–74.2)
Chittenden County, Vermont	375	76.7	2.3	(72.1–81.2)
Franklin County, Vermont	119	69.6	4.4	(60.9–78.2)
Orange County, Vermont	95	73.1	4.9	(63.4–82.7)
Rutland County, Vermont	232	63.2	3.5	(56.3–70.0)
Washington County, Vermont	236	77.1	2.9	(71.4–82.7)
Windsor County, Vermont	246	69.3	3.2	(63.0–75.5)
Benton County, Washington	126	67.1	4.6	(58.0–76.1)
Clark County, Washington	333	68.9	2.7	(63.6–74.1)
Franklin County, Washington	56	NA	NA	NA
King County, Washington	928	72.1	1.6	(68.9–75.2)
Kitsap County, Washington	293	63.8	3	(57.9–69.6)
Pierce County, Washington	564	72.8	2.1	(68.6–76.9)
Snohomish County, Washington	450	68.2	2.4	(63.4–72.9)
Spokane County, Washington	399	66.5	2.7	(61.2–71.7)
Thurston County, Washington	220	69.1	3.6	(62.0–76.1)
Yakima County, Washington	256	68.5	3.1	(62.4–74.5)
Kanawha County, West Virginia	187	68.8	3.7	(61.5–76.0)
Milwaukee County, Wisconsin	309	69.6	4	(61.7–77.4)
Laramie County, Wyoming	322	71.5	2.8	(66.0–76.9)
Natrona County, Wyoming	234	63.4	3.5	(56.5–70.2)
