County	Sample size	%	SE	(95% CI)
Anoka County, Minnesota	395	93.5	1.7	(90.1–96.8)
Dakota County, Minnesota	571	95.7	1.2	(93.3–98.0)
Hennepin County, Minnesota	2,053	91.9	1.5	(88.9–94.8)
Ramsey County, Minnesota	917	92.3	2.2	(87.9–96.6)
Washington County, Minnesota	258	95.4	1.9	(91.6–99.1)
DeSoto County, Mississippi	370	83.3	3.3	(76.8–89.7)
Hinds County, Mississippi	338	79.2	3.2	(72.9–85.4)
Jackson County, Missouri	524	86.3	2.1	(82.1–90.4)
St. Louis County, Missouri	601	88.7	2.3	(84.1–93.2)
St. Louis city, Missouri	647	78	4.1	(69.9–86.0)
Flathead County, Montana	698	81.1	2	(77.1–85.0)
Lewis and Clark County, Montana	533	90	1.9	(86.2–93.7)
Yellowstone County, Montana	483	86	2.3	(81.4–90.5)
Adams County, Nebraska	480	91.1	1.9	(87.3–94.8)
Dakota County, Nebraska	741	77.5	2.3	(72.9–82.0)
Douglas County, Nebraska	951	86.7	1.9	(82.9–90.4)
Hall County, Nebraska	585	83	2.6	(77.9–88.0)
Lancaster County, Nebraska	847	86.4	2.3	(81.8–90.9)
Lincoln County, Nebraska	545	90.2	2	(86.2–94.1)
Madison County, Nebraska	467	90.1	2.3	(85.5–94.6)
Sarpy County, Nebraska	575	85.6	2.8	(80.1–91.0)
Scotts Bluff County, Nebraska	736	88.5	1.8	(84.9–92.0)
Seward County, Nebraska	285	93.5	2.1	(89.3–97.6)
Clark County, Nevada	1,270	80.3	1.8	(76.7–83.8)
Washoe County, Nevada	1,306	82.6	1.5	(79.6–85.5)
Grafton County, New Hampshire	516	85.1	2.5	(80.2–90.0)
Hillsborough County, New Hampshire	1,421	90.1	1.3	(87.5–92.6)
Merrimack County, New Hampshire	640	88.2	2.2	(83.8–92.5)
Rockingham County, New Hampshire	1,020	92.4	1.1	(90.2–94.5)
Strafford County, New Hampshire	586	87.9	1.9	(84.1–91.6)
Atlantic County, New Jersey	921	87.6	1.6	(84.4–90.7)
Bergen County, New Jersey	625	90.2	1.8	(86.6–93.7)
Burlington County, New Jersey	568	96.8	0.7	(95.4–98.1)
Camden County, New Jersey	603	88.8	2.3	(84.2–93.3)
Cape May County, New Jersey	519	88.2	2.4	(83.4–92.9)
Essex County, New Jersey	1,022	80.9	1.9	(77.1–84.6)
Gloucester County, New Jersey	526	91.1	2.2	(86.7–95.4)
Hudson County, New Jersey	1,098	80.5	1.7	(77.1–83.8)
Hunterdon County, New Jersey	514	96	1.1	(93.8–98.1)
Mercer County, New Jersey	503	93.8	1.6	(90.6–96.9)
Middlesex County, New Jersey	632	89.5	1.8	(85.9–93.0)
Monmouth County, New Jersey	563	93.5	1.7	(90.1–96.8)
Morris County, New Jersey	699	94.4	1.3	(91.8–96.9)
Ocean County, New Jersey	532	89.6	1.9	(85.8–93.3)
Passaic County, New Jersey	502	79.8	2.8	(74.3–85.2)
Somerset County, New Jersey	536	91.4	1.6	(88.2–94.5)
Sussex County, New Jersey	500	93.3	1.5	(90.3–96.2)
Union County, New Jersey	522	84.8	2.4	(80.0–89.5)
Warren County, New Jersey	481	93.8	1.4	(91.0–96.5)
Bernalillo County, New Mexico	1,262	86.4	1.8	(82.8–89.9)
Dona Ana County, New Mexico	503	72.9	3.5	(66.0–79.7)
Sandoval County, New Mexico	517	85.4	2.6	(80.3–90.4)
San Juan County, New Mexico	684	74.5	2.7	(69.2–79.7)
Santa Fe County, New Mexico	609	79.3	2.6	(74.2–84.3)
Valencia County, New Mexico	348	77.6	3.6	(70.5–84.6)
Bronx County, New York	435	81.2	3	(75.3–87.0)
Erie County, New York	479	93.7	1.6	(90.5–96.8)
Kings County, New York	907	85	1.8	(81.4–88.5)
Monroe County, New York	381	92.2	2.7	(86.9–97.4)
Nassau County, New York	477	92.9	1.6	(89.7–96.0)
New York County, New York	1,034	87.5	1.8	(83.9–91.0)
Queens County, New York	792	87.3	2	(83.3–91.2)
Suffolk County, New York	594	89.5	2	(85.5–93.4)
Westchester County, New York	384	93	1.8	(89.4–96.5)
Buncombe County, North Carolina	263	79.3	3.5	(72.4–86.1)
Cabarrus County, North Carolina	307	82.8	3.2	(76.5–89.0)
Catawba County, North Carolina	294	79	3.5	(72.1–85.8)
Durham County, North Carolina	620	86	2.4	(81.2–90.7)
Gaston County, North Carolina	267	74.6	4.5	(65.7–83.4)
Guilford County, North Carolina	692	87.4	2.1	(83.2–91.5)
Johnston County, North Carolina	275	80.4	3.4	(73.7–87.0)
Mecklenburg County, North Carolina	609	84.6	2.3	(80.0–89.1)
Orange County, North Carolina	299	87.9	2.7	(82.6–93.1)
Randolph County, North Carolina	396	81.4	2.9	(75.7–87.0)
Union County, North Carolina	349	81.9	3.4	(75.2–88.5)
Wake County, North Carolina	710	87.3	2.2	(82.9–91.6)
Burleigh County, North Dakota	559	92.7	1.6	(89.5–95.8)
Cass County, North Dakota	777	91.3	2.3	(86.7–95.8)
Ward County, North Dakota	462	91.5	1.7	(88.1–94.8)
Cuyahoga County, Ohio	718	86.6	2.1	(82.4–90.7)
Franklin County, Ohio	677	89.9	2.1	(85.7–94.0)
Hamilton County, Ohio	722	89.7	1.7	(86.3–93.0)
Lucas County, Ohio	729	84.9	2.1	(80.7–89.0)
Mahoning County, Ohio	730	90.1	1.7	(86.7–93.4)
Montgomery County, Ohio	703	88.1	1.9	(84.3–91.8)
Stark County, Ohio	715	84.9	2.5	(80.0–89.8)
Summit County, Ohio	705	86.4	2.1	(82.2–90.5)
Cleveland County, Oklahoma	433	87.9	2.3	(83.3–92.4)
Oklahoma County, Oklahoma	1,438	76	1.7	(72.6–79.3)
Tulsa County, Oklahoma	1,516	79.8	1.4	(77.0–82.5)
Clackamas County, Oregon	450	88.3	2.4	(83.5–93.0)
Lane County, Oregon	510	79.1	3.4	(72.4–85.7)
Multnomah County, Oregon	817	87.2	2.2	(82.8–91.5)
Washington County, Oregon	583	86.6	2.5	(81.7–91.5)
Allegheny County, Pennsylvania	1,379	90.7	1.3	(88.1–93.2)
Lehigh County, Pennsylvania	283	90.5	2.1	(86.3–94.6)
Luzerne County, Pennsylvania	312	85.6	3.3	(79.1–92.0)
Montgomery County, Pennsylvania	347	87.5	3	(81.6–93.3)
Northampton County, Pennsylvania	260	88.7	3.9	(81.0–96.3)
Philadelphia County, Pennsylvania	1,401	84.5	1.6	(81.3–87.6)
Westmoreland County, Pennsylvania	337	89	2.7	(83.7–94.2)
Bristol County, Rhode Island	278	92.9	2	(88.9–96.8)
Kent County, Rhode Island	939	89.9	1.6	(86.7–93.0)
Newport County, Rhode Island	487	92.7	2.4	(87.9–97.4)
Providence County, Rhode Island	4,138	85.3	1.1	(83.1–87.4)
Washington County, Rhode Island	747	90.5	2	(86.5–94.4)
Aiken County, South Carolina	473	87.9	2.2	(83.5–92.2)
Beaufort County, South Carolina	681	89.9	2	(85.9–93.8)
Berkeley County, South Carolina	358	NA	NA	NA
Charleston County, South Carolina	668	84.8	2.7	(79.5–90.0)
Greenville County, South Carolina	495	87.2	2.8	(81.7–92.6)
Horry County, South Carolina	555	77	3	(71.1–82.8)
Richland County, South Carolina	660	81.3	3.5	(74.4–88.1)
Minnehaha County, South Dakota	605	93.4	1.6	(90.2–96.5)
Pennington County, South Dakota	666	87.4	1.9	(83.6–91.1)
Davidson County, Tennessee	418	84.5	2.7	(79.2–89.7)
Hamilton County, Tennessee	386	82.5	3.3	(76.0–88.9)
Knox County, Tennessee	370	87.3	2.7	(82.0–92.5)
Shelby County, Tennessee	394	88.3	3.2	(82.0–94.5)
Sullivan County, Tennessee	461	86.9	2.6	(81.8–91.9)
Bexar County, Texas	970	85.3	1.6	(82.1–88.4)
Dallas County, Texas	392	75	3.7	(67.7–82.2)
El Paso County, Texas	869	62.5	2.4	(57.7–67.2)
Fort Bend County, Texas	925	86.4	1.6	(83.2–89.5)
Harris County, Texas	1,455	74.3	1.8	(70.7–77.8)
Hidalgo County, Texas	595	45.7	2.8	(40.2–51.1)
Lubbock County, Texas	752	77.3	2.8	(71.8–82.7)
Midland County, Texas	524	84.5	2.4	(79.7–89.2)
Potter County, Texas	337	78.6	3.2	(72.3–84.8)
Randall County, Texas	459	86.1	2.4	(81.3–90.8)
Smith County, Texas	673	76.3	3.3	(69.8–82.7)
Tarrant County, Texas	602	81.7	2.6	(76.6–86.7)
Travis County, Texas	762	88	2.5	(83.1–92.9)
Val Verde County, Texas	556	74.7	3.4	(68.0–81.3)
Webb County, Texas	924	51.2	2.2	(46.8–55.5)
Wichita County, Texas	677	76.7	2.9	(71.0–82.3)
Davis County, Utah	878	87.7	2.1	(83.5–91.8)
Salt Lake County, Utah	3,283	82.9	1	(80.9–84.8)
Summit County, Utah	453	84.4	2.9	(78.7–90.0)
Tooele County, Utah	563	84.9	2.2	(80.5–89.2)
Utah County, Utah	1,110	85.3	1.8	(81.7–88.8)
Weber County, Utah	773	86.6	2.2	(82.2–90.9)
Chittenden County, Vermont	1,427	94.4	1	(92.4–96.3)
Franklin County, Vermont	486	93.5	1.2	(91.1–95.8)
Orange County, Vermont	357	90.1	2.2	(85.7–94.4)
Rutland County, Vermont	659	88.3	2.2	(83.9–92.6)
Washington County, Vermont	671	92	1.8	(88.4–95.5)
Windsor County, Vermont	678	88.6	1.8	(85.0–92.1)
Benton County, Washington	390	90.2	2	(86.2–94.1)
Clark County, Washington	1,090	84.8	2	(80.8–88.7)
Franklin County, Washington	255	69.3	4.4	(60.6–77.9)
King County, Washington	3,039	86.8	1.1	(84.6–88.9)
Kitsap County, Washington	922	88.4	1.8	(84.8–91.9)
Pierce County, Washington	1,719	87.9	1.2	(85.5–90.2)
Snohomish County, Washington	1,652	85	1.4	(82.2–87.7)
Spokane County, Washington	1,212	86	1.7	(82.6–89.3)
Thurston County, Washington	773	85.7	2.2	(81.3–90.0)
Yakima County, Washington	737	78.1	2.4	(73.3–82.8)
Kanawha County, West Virginia	489	87.6	2.5	(82.7–92.5)
Milwaukee County, Wisconsin	1,213	87.9	2.1	(83.7–92.0)
Laramie County, Wyoming	912	85.9	1.7	(82.5–89.2)
Natrona County, Wyoming	766	81.8	2.2	(77.4–86.1)
